block_num,validator_id,total_gas_fee,total_mev_available
0,validator_6,275288105,14582
1,validator_10,76043185,13622
2,validator_18,141950848,2119
3,validator_7,270175357,9374
4,validator_16,217845972,1829
5,validator_10,291749832,135460
6,validator_18,162260371,6041
7,validator_8,92156797,6120
8,validator_4,245667441,5479
9,validator_3,111152655,136706
10,validator_2,284876087,5289
11,validator_11,749547418,4669
12,validator_17,159245797,5587
13,validator_9,314801826,6177
14,validator_6,426262175,5477
15,validator_1,256418735,5718
16,validator_19,755315149,4881
17,validator_6,127155198,1926
18,validator_11,174837625,9733
19,validator_18,361429003,1495
20,validator_8,264820815,12388
21,validator_13,187159684,10202
22,validator_11,112709779,3257
23,validator_6,144525935,1170
24,validator_13,473970945,3311
25,validator_9,80850364,3774
26,validator_12,85066145,2816
27,validator_2,137521040,7310
28,validator_6,275288105,14582
29,validator_10,76043185,13622
30,validator_18,141950848,2119
31,validator_7,270175357,9374
32,validator_16,217845972,1829
33,validator_10,291749832,135460
34,validator_18,162260371,6041
35,validator_8,92156797,6120
36,validator_4,245667441,5479
37,validator_3,111152655,136706
38,validator_2,284876087,5289
39,validator_11,749547418,4669
40,validator_17,159245797,5587
41,validator_9,314801826,6177
42,validator_6,426262175,5477
43,validator_1,256418735,5718
44,validator_19,755315149,4881
45,validator_6,127155198,1926
46,validator_11,174837625,9733
47,validator_18,361429003,1495
48,validator_8,264820815,12388
49,validator_13,187159684,10202
50,validator_11,112709779,3257
51,validator_6,144525935,1170
52,validator_13,473970945,3311
53,validator_9,80850364,3774
54,validator_12,85066145,2816
55,validator_2,137521040,7310
56,validator_6,275288105,14582
57,validator_10,76043185,13622
58,validator_18,141950848,2119
59,validator_7,270175357,9374
60,validator_16,217845972,1829
61,validator_10,291749832,135460
62,validator_18,162260371,6041
63,validator_8,92156797,6120
64,validator_4,245667441,5479
65,validator_3,111152655,136706
66,validator_2,284876087,5289
67,validator_11,749547418,4669
68,validator_17,159245797,5587
69,validator_9,314801826,6177
70,validator_6,426262175,5477
71,validator_1,256418735,5718
72,validator_19,755315149,4881
73,validator_6,127155198,1926
74,validator_11,174837625,9733
75,validator_18,361429003,1495
76,validator_8,264820815,12388
77,validator_13,187159684,10202
78,validator_11,112709779,3257
79,validator_6,144525935,1170
80,validator_13,473970945,3311
81,validator_9,80850364,3774
82,validator_12,85066145,2816
83,validator_2,137521040,7310
84,validator_6,275288105,14582
85,validator_10,76043185,13622
86,validator_18,141950848,2119
87,validator_7,270175357,9374
88,validator_16,217845972,1829
89,validator_10,291749832,135460
90,validator_18,162260371,6041
91,validator_8,92156797,6120
92,validator_4,245667441,5479
93,validator_3,111152655,136706
94,validator_2,284876087,5289
95,validator_11,749547418,4669
96,validator_17,159245797,5587
97,validator_9,314801826,6177
98,validator_6,426262175,5477
99,validator_1,256418735,5718
100,validator_19,755315149,4881
101,validator_6,127155198,1926
102,validator_11,174837625,9733
103,validator_18,361429003,1495
104,validator_8,264820815,12388
105,validator_13,187159684,10202
106,validator_11,112709779,3257
107,validator_6,144525935,1170
108,validator_13,473970945,3311
109,validator_9,80850364,3774
110,validator_12,85066145,2816
111,validator_2,137521040,7310
112,validator_6,275288105,14582
113,validator_10,76043185,13622
114,validator_18,141950848,2119
115,validator_7,270175357,9374
116,validator_16,217845972,1829
117,validator_10,291749832,135460
118,validator_18,162260371,6041
119,validator_8,92156797,6120
120,validator_4,245667441,5479
121,validator_3,111152655,136706
122,validator_2,284876087,5289
123,validator_11,749547418,4669
