block_num,validator_id,total_gas_fee,total_mev_available
0,validator_6,212110487,55754
1,validator_10,297795940,2998
2,validator_18,653881286,5072
3,validator_7,401610972,78292
4,validator_16,188667488,2631
5,validator_10,266220262,3414
6,validator_18,254341761,25692
7,validator_8,201206944,7614
8,validator_4,163231368,3175
9,validator_3,506504357,9732
10,validator_2,165826614,3168
11,validator_11,870725939,6635
12,validator_17,221958394,8112
13,validator_9,382398658,65768
14,validator_6,435591622,52923
15,validator_1,298748116,41315
16,validator_19,1132350760,10902
17,validator_6,329814532,24783
18,validator_11,515632062,67698
19,validator_18,369017331,53930
20,validator_8,475928105,1581
21,validator_13,202508630,5854
22,validator_11,228816549,4950
23,validator_6,191155387,58604
24,validator_13,364611902,12201
25,validator_9,211154398,8987
26,validator_12,238410078,15697
27,validator_2,506162893,5571
28,validator_6,212110487,55754
29,validator_10,297795940,2998
30,validator_18,653881286,5072
31,validator_7,401610972,78292
32,validator_16,188667488,2631
33,validator_10,266220262,3414
34,validator_18,254341761,25692
35,validator_8,201206944,7614
36,validator_4,163231368,3175
37,validator_3,506504357,9732
38,validator_2,165826614,3168
39,validator_11,870725939,6635
40,validator_17,221958394,8112
41,validator_9,382398658,65768
42,validator_6,435591622,52923
43,validator_1,298748116,41315
44,validator_19,1132350760,10902
45,validator_6,329814532,24783
46,validator_11,515632062,67698
47,validator_18,369017331,53930
48,validator_8,475928105,1581
49,validator_13,202508630,5854
50,validator_11,228816549,4950
51,validator_6,191155387,58604
52,validator_13,364611902,12201
53,validator_9,211154398,8987
54,validator_12,238410078,15697
55,validator_2,506162893,5571
56,validator_6,212110487,55754
57,validator_10,297795940,2998
58,validator_18,653881286,5072
59,validator_7,401610972,78292
60,validator_16,188667488,2631
61,validator_10,266220262,3414
62,validator_18,254341761,25692
63,validator_8,201206944,7614
64,validator_4,163231368,3175
65,validator_3,506504357,9732
66,validator_2,165826614,3168
67,validator_11,870725939,6635
68,validator_17,221958394,8112
69,validator_9,382398658,65768
70,validator_6,435591622,52923
71,validator_1,298748116,41315
72,validator_19,1132350760,10902
73,validator_6,329814532,24783
74,validator_11,515632062,67698
75,validator_18,369017331,53930
76,validator_8,475928105,1581
77,validator_13,202508630,5854
78,validator_11,228816549,4950
79,validator_6,191155387,58604
80,validator_13,364611902,12201
81,validator_9,211154398,8987
82,validator_12,238410078,15697
83,validator_2,506162893,5571
84,validator_6,212110487,55754
85,validator_10,297795940,2998
86,validator_18,653881286,5072
87,validator_7,401610972,78292
88,validator_16,188667488,2631
89,validator_10,266220262,3414
90,validator_18,254341761,25692
91,validator_8,201206944,7614
92,validator_4,163231368,3175
93,validator_3,506504357,9732
94,validator_2,165826614,3168
95,validator_11,870725939,6635
96,validator_17,221958394,8112
97,validator_9,382398658,65768
98,validator_6,435591622,52923
99,validator_1,298748116,41315
100,validator_19,1132350760,10902
101,validator_6,329814532,24783
102,validator_11,515632062,67698
103,validator_18,369017331,53930
104,validator_8,475928105,1581
105,validator_13,202508630,5854
106,validator_11,228816549,4950
107,validator_6,191155387,58604
108,validator_13,364611902,12201
109,validator_9,211154398,8987
110,validator_12,238410078,15697
111,validator_2,506162893,5571
112,validator_6,212110487,55754
113,validator_10,297795940,2998
114,validator_18,653881286,5072
115,validator_7,401610972,78292
116,validator_16,188667488,2631
117,validator_10,266220262,3414
118,validator_18,254341761,25692
119,validator_8,201206944,7614
120,validator_4,163231368,3175
121,validator_3,506504357,9732
122,validator_2,165826614,3168
123,validator_11,870725939,6635
124,validator_17,221958394,8112
125,validator_9,382398658,65768
126,validator_6,435591622,52923
127,validator_1,298748116,41315
128,validator_19,1132350760,10902
