block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,2100000,0,
1,builder_13,1480000,11200,
2,builder_13,3200000,0,
3,builder_13,2600000,0,
4,builder_13,670000,0,
5,builder_13,2500000,0,
6,builder_11,2070000,0,
7,builder_13,340000,545000,
8,builder_11,120000,146000,
9,builder_13,1300000,0,
10,builder_13,170000,0,
11,builder_13,4000000,0,
12,builder_11,223000,0,
13,builder_11,340000,0,
14,builder_13,7470000,0,
15,builder_2,4460000,142800,
16,builder_2,1000000,0,
17,builder_11,2000000,75000,
18,builder_13,1700000,0,
19,builder_11,2198000,369000,
20,builder_13,30000000,1100000,
21,builder_13,170000,11200,
22,builder_13,1000000,0,
23,builder_11,220000,0,
24,builder_13,170000,0,
25,builder_13,120000,0,
26,builder_11,530000,0,
27,builder_13,1300000,410000,
28,builder_13,7820000,784630,
29,builder_13,1970000,31700,
30,builder_13,150000,14200,
31,builder_11,3150000,11200,
32,builder_13,110000,0,
33,builder_11,2000000,0,
34,builder_13,43000000,0,
35,builder_13,98000,0,
36,builder_13,2000000,0,
37,builder_13,4500000,0,
38,builder_13,670000,0,
39,,0,0,
40,builder_11,30530000,11200,
41,builder_13,2400000,0,
42,builder_13,1800000,0,
43,builder_13,530000,0,
44,builder_13,21400000,8520,
45,builder_13,30300000,0,
46,builder_13,2000000,0,
47,builder_11,1600000,322000,
48,builder_11,970000,0,
49,builder_13,670000,0,
50,builder_13,1030000,0,
51,builder_13,150000,0,
52,builder_11,85000,0,
53,builder_11,1810000,769000,
54,builder_13,170000,0,
55,builder_13,310000,0,
56,builder_13,1600000,11200,
57,builder_13,5623000,0,
58,builder_13,2300000,4320000,
59,builder_2,220000,0,
60,builder_13,2100000,0,
61,builder_13,1480000,11200,
62,builder_13,3200000,0,
63,builder_13,2600000,0,
64,builder_13,670000,0,
65,builder_13,2500000,0,
66,builder_11,2070000,0,
67,builder_13,340000,545000,
68,builder_11,120000,146000,
69,builder_13,1300000,0,
70,builder_13,170000,0,
71,builder_13,4000000,0,
72,builder_11,223000,0,
73,builder_11,340000,0,
74,builder_13,7470000,0,
75,builder_2,4460000,142800,
76,builder_2,1000000,0,
77,builder_11,2000000,75000,
78,builder_13,1700000,0,
79,builder_11,2198000,369000,
80,builder_13,2100000,0,
81,builder_13,1480000,11200,
82,builder_13,3200000,0,
83,builder_13,2600000,0,
84,builder_13,670000,0,
85,builder_13,2500000,0,
86,builder_11,2070000,0,
87,builder_13,340000,545000,
88,builder_11,120000,146000,
89,builder_13,1300000,0,
90,builder_13,170000,0,
91,builder_13,4000000,0,
92,builder_11,223000,0,
93,builder_11,340000,0,
94,builder_13,7470000,0,
95,builder_2,4460000,142800,
96,builder_2,1000000,0,
97,builder_11,2000000,75000,
98,builder_13,1700000,0,
99,builder_11,2198000,369000,
100,builder_13,2100000,0,
101,builder_13,1480000,11200,
102,builder_13,3200000,0,
103,builder_13,2600000,0,
104,builder_13,670000,0,
105,builder_13,2500000,0,
106,builder_11,2070000,0,
107,builder_13,340000,545000,
108,builder_11,120000,146000,
109,builder_13,1300000,0,
110,builder_13,170000,0,
111,builder_13,4000000,0,
112,builder_11,223000,0,
113,builder_11,340000,0,
114,builder_13,7470000,0,
115,builder_2,4460000,142800,
116,builder_2,1000000,0,
117,builder_11,2000000,75000,
118,builder_13,1700000,0,
119,builder_11,2198000,369000,
120,builder_11,1500000,0,
121,builder_13,1000000,21800,
122,builder_13,2000000,0,
123,builder_13,150000,283000,
124,builder_13,320000,0,
125,builder_13,150000,0,
126,builder_13,1582000,0,
127,builder_13,1500000,128000,
128,builder_13,82000,73100,
129,builder_13,5200000,24700,
130,builder_13,6310000,215000,
131,builder_2,2400000,0,
132,builder_13,6300000,0,
133,builder_11,310000,0,
134,builder_13,2100000,0,
135,builder_11,1900000,0,
136,builder_13,2000000,0,
137,builder_13,1982000,67900,
138,builder_13,220000,0,
139,builder_11,5000000,0,
140,builder_13,2100000,0,
141,builder_13,1480000,11200,
142,builder_13,3200000,0,
143,builder_13,2600000,0,
144,builder_13,670000,0,
145,builder_13,2500000,0,
146,builder_11,2070000,0,
147,builder_13,340000,545000,
148,builder_11,120000,146000,
149,builder_13,1300000,0,
150,builder_13,170000,0,
151,builder_13,4000000,0,
152,builder_11,223000,0,
153,builder_11,340000,0,
154,builder_13,7470000,0,
155,builder_2,4460000,142800,
156,builder_2,1000000,0,
157,builder_11,2000000,75000,
158,builder_13,1700000,0,
159,builder_11,2198000,369000,
160,builder_13,30000000,1100000,
161,builder_13,170000,11200,
162,builder_13,1000000,0,
163,builder_11,220000,0,
164,builder_13,170000,0,
165,builder_13,120000,0,
166,builder_11,530000,0,
167,builder_13,1300000,410000,
168,builder_13,7820000,784630,
169,builder_13,1970000,31700,
170,builder_13,150000,14200,
171,builder_11,3150000,11200,
172,builder_13,110000,0,
173,builder_11,2000000,0,
174,builder_13,43000000,0,
175,builder_13,98000,0,
176,builder_13,2000000,0,
177,builder_13,4500000,0,
178,builder_13,670000,0,
179,,0,0,
180,builder_13,30000000,1100000,
181,builder_13,170000,11200,
182,builder_13,1000000,0,
183,builder_11,220000,0,
184,builder_13,170000,0,
185,builder_13,120000,0,
186,builder_11,530000,0,
187,builder_13,1300000,410000,
188,builder_13,7820000,784630,
189,builder_13,1970000,31700,
190,builder_13,150000,14200,
191,builder_11,3150000,11200,
192,builder_13,110000,0,
193,builder_11,2000000,0,
194,builder_13,43000000,0,
195,builder_13,98000,0,
196,builder_13,2000000,0,
197,builder_13,4500000,0,
198,builder_13,670000,0,
199,,0,0,
200,builder_13,2100000,0,
201,builder_13,1480000,11200,
202,builder_13,3200000,0,
203,builder_13,2600000,0,
204,builder_13,670000,0,
205,builder_13,2500000,0,
206,builder_11,2070000,0,
207,builder_13,340000,545000,
208,builder_11,120000,146000,
209,builder_13,1300000,0,
210,builder_13,170000,0,
211,builder_13,4000000,0,
