block_num,validator_id,total_gas_fee,total_mev_available
0,validator_6,348251813,28012
1,validator_10,145897619,7235
2,validator_18,223105359,5599
3,validator_7,242841438,19466
4,validator_16,239657107,8511
5,validator_10,194525796,14543
6,validator_18,359417400,8544
7,validator_8,171123920,84219
8,validator_4,260869438,35361
9,validator_3,239043476,56886
10,validator_2,475298546,23055
11,validator_11,250743411,37712
12,validator_17,280662408,45241
13,validator_9,384150207,32026
14,validator_6,280648516,379213
15,validator_1,259594113,4360
16,validator_19,278570089,7112
17,validator_6,284844874,19177
18,validator_11,299806444,15677
19,validator_18,176672186,92853
20,validator_8,901682759,8980
21,validator_13,427030541,6618
22,validator_11,240627554,394523
23,validator_6,241230183,6820
24,validator_13,606244805,22291
25,validator_9,157572286,5264
26,validator_12,266634440,23468
27,validator_2,233491246,10326
28,validator_6,348251813,28012
29,validator_10,145897619,7235
30,validator_18,223105359,5599
31,validator_7,242841438,19466
32,validator_16,239657107,8511
33,validator_10,194525796,14543
34,validator_18,359417400,8544
35,validator_8,171123920,84219
36,validator_4,260869438,35361
37,validator_3,239043476,56886
38,validator_2,475298546,23055
39,validator_11,250743411,37712
40,validator_17,280662408,45241
41,validator_9,384150207,32026
42,validator_6,280648516,379213
43,validator_1,259594113,4360
44,validator_19,278570089,7112
45,validator_6,284844874,19177
46,validator_11,299806444,15677
47,validator_18,176672186,92853
48,validator_8,901682759,8980
49,validator_13,427030541,6618
50,validator_11,240627554,394523
51,validator_6,241230183,6820
52,validator_13,606244805,22291
53,validator_9,157572286,5264
54,validator_12,266634440,23468
55,validator_2,233491246,10326
56,validator_6,348251813,28012
57,validator_10,145897619,7235
58,validator_18,223105359,5599
59,validator_7,242841438,19466
60,validator_16,239657107,8511
61,validator_10,194525796,14543
62,validator_18,359417400,8544
63,validator_8,171123920,84219
64,validator_4,260869438,35361
65,validator_3,239043476,56886
66,validator_2,475298546,23055
67,validator_11,250743411,37712
68,validator_17,280662408,45241
69,validator_9,384150207,32026
70,validator_6,280648516,379213
71,validator_1,259594113,4360
72,validator_19,278570089,7112
73,validator_6,284844874,19177
74,validator_11,299806444,15677
75,validator_18,176672186,92853
76,validator_8,901682759,8980
77,validator_13,427030541,6618
78,validator_11,240627554,394523
79,validator_6,241230183,6820
80,validator_13,606244805,22291
81,validator_9,157572286,5264
82,validator_12,266634440,23468
83,validator_2,233491246,10326
84,validator_6,348251813,28012
85,validator_10,145897619,7235
86,validator_18,223105359,5599
87,validator_7,242841438,19466
88,validator_16,239657107,8511
89,validator_10,194525796,14543
90,validator_18,359417400,8544
91,validator_8,171123920,84219
92,validator_4,260869438,35361
93,validator_3,239043476,56886
94,validator_2,475298546,23055
95,validator_11,250743411,37712
96,validator_17,280662408,45241
97,validator_9,384150207,32026
98,validator_6,280648516,379213
99,validator_1,259594113,4360
100,validator_19,278570089,7112
101,validator_6,284844874,19177
102,validator_11,299806444,15677
103,validator_18,176672186,92853
104,validator_8,901682759,8980
105,validator_13,427030541,6618
106,validator_11,240627554,394523
107,validator_6,241230183,6820
108,validator_13,606244805,22291
109,validator_9,157572286,5264
110,validator_12,266634440,23468
111,validator_2,233491246,10326
112,validator_6,348251813,28012
113,validator_10,145897619,7235
114,validator_18,223105359,5599
115,validator_7,242841438,19466
116,validator_16,239657107,8511
117,validator_10,194525796,14543
118,validator_18,359417400,8544
